Cue,Target,AFS,AFP,AFSS,FSG,COS,BOI,Concrete,SUBTLEX,AoA,Length,QSS,n,n.affordance,affordance_count
rye,eat,0.140350877,0.285714286,24,NA,NA,4.407407407,4.74,2.3284,9.26,3,2,28,21,64
sack,hold,0.2,0.384615385,23,NA,NA,5.083333333,4.84,2.8195,5.83,4,9,26,23,49
sackcloth,carry,0.161290323,0.2,18,NA,NA,4.913043478,4.65,0.9542,11.46,9,NA,25,20,36
saddle,ride,0.365079365,0.676470588,28,0.02,0.165910646,4.954545455,4.85,2.6021,6.42,6,4,34,27,64
saddlebag,carry,0.183098592,0.464285714,32,NA,NA,5.409090909,4.88,1.1461,11.37,9,NA,28,24,64
saffron,cook,0.178082192,0.464285714,41,NA,NA,4.666666667,4.44,1.5051,14.89,7,NA,28,26,73
sage,cook,0.183908046,0.444444444,37,NA,NA,4.375,4.54,1.9542,11.39,4,14,36,33,83
sailboat,sail,0.197368421,0.576923077,44,NA,NA,NA,4.89,1.9191,4.65,8,NA,26,21,78
sailcloth,sail,0.229508197,0.518518519,37,NA,NA,4.454545455,4.39,0.4771,10.69,9,NA,27,23,60
salad,eat,0.285714286,0.85,49,0.016,NA,6.111111111,4.97,2.939,5.61,5,15,40,37,118
salamander,pet,0.169230769,0.458333333,37,NA,NA,4.714285714,4.7,0.9542,6.89,10,NA,24,22,64
salesgirl,sell,0.151898734,0.363636364,39,NA,NA,4.769230769,4.46,1.3424,7.89,9,NA,33,29,66
saleslady,sell,0.121621622,0.321428571,48,NA,NA,4.28,4.65,0.9542,8.83,9,NA,28,26,72
salesman,sell,0.327586207,0.558823529,24,0.02,NA,4.84,4.81,2.7267,8.29,8,28,34,28,51
saleswoman,sell,0.298701299,0.657142857,33,NA,NA,4.608695652,4.8,1.2041,7.8,10,NA,35,31,73
salmon,eat,0.2625,0.75,31,NA,NA,4.454545455,4.81,2.525,8,6,6,28,25,75
saloon,drink,0.24,0.461538462,29,0.036,NA,NA,4.68,2.42,9,6,7,26,20,48
salt,season,0.162162162,0.461538462,44,NA,NA,5.260869565,4.89,2.9983,5.05,4,7,39,38,106
saltshaker,season,0.118811881,0.363636364,45,NA,NA,6,4.96,0.8451,5.42,10,NA,33,31,79
saltwater,swim,0.203389831,0.375,33,NA,NA,5.192307692,4.77,1.5051,9.39,9,NA,32,25,56
salve,moisturize,0.132075472,0.269230769,33,NA,NA,4.692307692,4,1.4771,9.12,5,NA,26,24,54
sand,build,0.163934426,0.37037037,38,NA,NA,5.956521739,5,3.0154,4.63,4,8,27,20,56
sandalwood,smell,0.186046512,0.285714286,27,NA,NA,4.36,4.71,1.1461,13,10,NA,28,20,43
sandbag,stop,0.075471698,0.137931034,32,NA,NA,5.25,4.68,1.301,7.83,7,NA,29,24,50
sandbank,play,0.116666667,0.21875,37,NA,NA,4.52,4.83,0.4771,8.79,8,NA,32,26,55
sandbox,play,0.403508772,0.793103448,27,NA,NA,5.777777778,4.86,1.7404,4.14,7,NA,29,25,55
sandcastle,build,0.2,0.392857143,30,NA,NA,5.095238095,4.96,0.699,5.42,10,NA,28,25,51
sandpaper,smooth,0.193548387,0.428571429,36,0.043,NA,5.913043478,4.85,1.3617,6.33,9,11,28,20,60
sandwich,eat,0.301369863,0.814814815,30,0.059,0.326672036,6.333333333,4.9,3.0488,4.79,8,18,27,24,75
sangria,drink,0.425925926,0.851851852,24,NA,NA,4.863636364,4.45,0.9542,15.11,7,NA,27,27,53
sapling,plant,0.219512195,0.36,22,NA,NA,4.304347826,4.52,1,9.2,7,NA,25,20,35
sapphire,sell,0.111111111,0.2,37,NA,NA,5.125,4.76,1.7924,9.22,8,12,30,23,54
sardine,eat,0.294117647,0.694444444,31,0.016,NA,4.869565217,5,1.6721,7.74,7,11,36,30,79
sarong,wear,0.265306122,0.464285714,25,NA,NA,5.357142857,4.5,0.9031,12.92,6,NA,28,21,49
sash,wear,0.214285714,0.352941176,33,NA,NA,4.916666667,4.67,1.7709,7.67,4,19,34,24,56
satchel,carry,0.267857143,0.517241379,16,NA,NA,5.583333333,4.73,1.8808,12.35,7,NA,29,26,60
satin,wear,0.214285714,0.272727273,26,NA,NA,5.125,4.57,2.1271,10.37,5,9,33,21,48
sauce,eat,0.182692308,0.558823529,39,NA,0.555797875,5.130434783,4.75,2.9009,5.37,5,15,34,32,108
saucepan,cook,0.261363636,0.851851852,39,NA,NA,6,4.67,0.9542,7.89,8,NA,27,27,84
sauerkraut,eat,0.3125,0.576923077,18,NA,NA,5.148148148,4.54,1.716,9.26,10,NA,26,23,56
sauna,relax,0.21875,0.567567568,33,NA,NA,5.363636364,4.68,1.8451,10.28,5,NA,37,36,83
sausage,eat,0.269230769,0.75,34,0.033,0.192049186,6.48,4.88,2.5999,6.05,7,25,28,24,74
saw,cut,0.465116279,0.769230769,18,0.163,NA,4.76,4.46,4.3123,5.36,3,13,26,24,42
sawdust,sweep,0.1,0.185185185,28,NA,NA,4.4,4.93,1.4914,7.16,7,NA,27,20,43
sawhorse,cut,0.113207547,0.230769231,31,NA,NA,5.125,4.78,0.301,9.58,8,NA,26,23,49
saxophone,play,0.390243902,0.326530612,16,0.013,NA,6.222222222,5,1.9395,9.1,9,17,49,41,84
scab,pick,0.241935484,0.576923077,30,NA,NA,4.958333333,4.71,1.5185,6.65,4,NA,26,23,65
scale,weigh,0.279411765,0.558823529,31,0.112,NA,5.652173913,4.39,2.6866,8.85,5,14,34,30,64
scallion,cook,0.194805195,0.555555556,40,NA,NA,5.173913043,4.72,0.9542,NA,8,NA,27,24,73
scallop,eat,0.327586207,0.791666667,25,NA,NA,5.48,4.61,1,11.26,7,10,24,22,52
scalp,itch,0.119047619,0.2,27,0.036,NA,5.25,4.82,2.2765,6.68,5,9,25,20,43
scalpel,cut,0.303797468,0.774193548,32,0.162,0.295480157,5.545454545,4.86,2.2095,10.73,7,12,31,31,69
scanner,scan,0.377777778,0.62962963,26,NA,NA,5.444444444,4.79,2.179,11.37,7,NA,27,24,49
scapula,cut,0.166666667,0.307692308,29,NA,NA,4.684210526,4.08,1.1761,14.88,7,NA,26,22,41
scar,cover,0.087719298,0.135135135,33,NA,NA,4.608695652,4.74,2.6365,5.68,4,26,37,29,53
scarecrow,scare,0.378378378,0.56,15,NA,NA,5,4.68,1.9542,5.56,9,13,25,20,33
scarf,warm,0.194805195,0.535714286,35,NA,NA,6.434782609,4.97,2.3802,5.68,5,17,28,24,80
school,learn,0.230769231,0.666666667,40,0.066,NA,5.16,4.79,4.2302,3.89,6,22,27,25,79
schoolboy,teach,0.174603175,0.35483871,31,NA,NA,4.92,4.5,1.8325,6.63,9,NA,31,23,61
schoolgirl,teach,0.132352941,0.310344828,38,NA,NA,4.625,4.66,1.9868,6.68,10,NA,29,27,68
schoolhouse,learn,0.197183099,0.466666667,32,NA,NA,5.291666667,4.86,1.7634,6.76,11,NA,30,26,70
schoolwork,learn,0.1125,0.321428571,43,NA,NA,4.5,4.1,1.699,5.21,10,NA,28,26,73
scientist,experiment,0.174603175,0.323529412,31,0.108,NA,4.47826087,4.24,2.7938,6.89,9,17,34,28,65
scissors,cut,0.485714286,0.566666667,21,0.879,NA,6.291666667,4.85,2.534,4.5,8,4,60,60,135
scoop,scoop,0.15,0.342857143,42,NA,1,4.28,4.15,2.4624,5.14,5,13,35,33,81
scooter,ride,0.301369863,0.814814815,35,NA,0.224735153,5.913043478,4.96,2.1461,6.68,7,NA,27,24,63
scorecard,score,0.170212766,0.41025641,51,NA,NA,4.875,4.61,0.9542,7.53,9,NA,39,33,84
scorpion,eat,0.12,0.28125,39,NA,NA,4.32,4.84,2.1367,7.84,8,NA,32,26,70
scotch,drink,0.375,0.870967742,31,0.088,NA,5.4,4.55,NA,11.83,6,14,31,25,71
scrapbook,memory,0.081395349,0.25,36,NA,NA,5.84,4.76,1.7924,7.56,9,NA,28,27,80
scraper,scrape,0.161290323,0.333333333,30,NA,NA,5.12,4.23,0.7782,8.18,7,NA,30,24,63
scratches,clean,0.075949367,0.176470588,53,NA,NA,4.4,4.59,2.0934,NA,9,NA,34,30,81
screen,watch,0.202898551,0.518518519,38,NA,0.095849876,5.041666667,4.6,3.077,5.84,6,16,27,26,67
screw,hold,0.179104478,0.375,35,NA,NA,5.708333333,4.81,3.2817,6.65,5,14,32,29,67
screwdriver,screw,0.155555556,0.451612903,42,0.175,NA,6.52173913,4.9,2.1106,6,11,12,31,31,82
scribbling,draw,0.172413793,0.37037037,27,NA,NA,4.814814815,4.1,1.4914,NA,10,NA,27,26,61
script,read,0.207792208,0.666666667,39,NA,NA,5.041666667,4.72,3.0004,9.79,6,NA,24,23,74
scrotum,clean,0.090909091,0.107142857,20,NA,NA,5.291666667,4.87,1.4771,14.44,7,NA,28,19,37
scrubber,clean,0.462686567,0.96875,20,NA,NA,4.32,4.52,1.1461,8.21,8,NA,32,31,66
sculpture,create,0.08045977,0.21875,46,0.028,NA,5.782608696,4.79,2.2041,7.47,9,20,32,29,86
scythe,cut,0.295081967,0.692307692,26,NA,NA,4.727272727,4.29,1.2304,11.87,6,NA,26,25,58
sea,swim,0.208791209,0.703703704,41,NA,0.491182569,4.653846154,4.79,3.4847,4.74,3,15,27,24,84
seam,sew,0.282051282,0.392857143,22,0.186,NA,4.44,4.5,1.5315,7.6,4,13,28,23,39
seamstress,sew,0.25,0.653846154,23,NA,NA,4.4,4.43,1.4472,9.71,10,NA,26,25,67
seaplane,fly,0.261538462,0.68,30,NA,NA,4.333333333,4.75,1.0792,11.47,8,NA,25,24,62
searchlight,find,0.133333333,0.222222222,21,NA,NA,4.391304348,4.63,1.3617,8.15,11,NA,27,26,43
seashore,walk,0.097087379,0.322580645,50,NA,NA,4.44,4.63,1.3979,6.44,8,12,31,26,100
seasoning,cook,0.090909091,0.233333333,34,NA,NA,4.47826087,4.67,1.4472,7.45,9,10,30,26,73
seat,sit,0.346153846,0.339622642,25,0.129,0.31153791,6.416666667,4.78,3.6041,4.58,4,10,53,49,109
seawater,swim,0.28,0.56,23,NA,NA,4.961538462,4.41,1.3802,6.56,8,NA,25,21,49
seaweed,eat,0.290909091,0.592592593,25,NA,0.026272381,4.458333333,4.89,1.9494,6.74,7,NA,27,21,52
secretary,help,0.056603774,0.162162162,64,NA,NA,5.2,4.54,3.2292,7.75,9,21,37,32,87
sedan,drive,0.253012048,0.7,36,NA,NA,5.565217391,4.72,1.959,8,5,NA,30,24,84
sedative,sleep,0.380952381,0.685714286,27,0.304,NA,4.416666667,4.56,2.1173,11.85,8,10,35,32,67
seed,plant,0.294117647,0.833333333,26,0.436,NA,5.185185185,4.71,2.5877,4.72,4,13,36,34,84
seedling,plant,0.253164557,0.666666667,33,NA,NA,5.083333333,4.56,0.7782,6.89,8,NA,30,27,64
semen,reproduce,0.171428571,0.222222222,21,NA,NA,5.269230769,4.79,2.3054,12.37,5,NA,27,20,35
senorita,dance,0.113636364,0.147058824,28,NA,NA,4.391304348,4.18,1.5682,11.05,8,NA,34,20,43
sequin,decorate,0.282051282,0.423076923,22,NA,NA,4.923076923,4.24,0.9031,8.76,6,NA,26,22,38
servant,clean,0.139240506,0.366666667,43,0.016,NA,4.782608696,4.64,2.7924,7.89,7,15,30,25,77
serviceman,fix,0.12195122,0.2,26,NA,NA,4.8,4.57,0.9542,8.79,10,NA,25,19,33
sesame,eat,0.183098592,0.5,32,NA,NA,4.652173913,4.5,1.8976,7.41,6,NA,26,23,68
sex,pleasure,0.160714286,0.321428571,35,0.021,NA,5.16,4.1,3.89,9.79,3,15,28,24,52
shack,live,0.179487179,0.424242424,33,NA,NA,5.125,4.93,2.4609,6.15,5,17,33,31,73
shaker,mix,0.164383562,0.363636364,35,NA,NA,4.36,4.11,1.9138,8.33,6,NA,33,30,64
shallot,cook,0.254237288,0.6,23,NA,NA,5.380952381,4.59,0.4771,14.79,7,NA,25,20,55
shampoo,wash,0.369047619,1,28,0.072,0.473142618,6,4.68,2.3345,5.39,7,7,30,30,76
shamrock,luck,0.254545455,0.538461538,29,NA,NA,4.5,4.89,NA,10,8,NA,26,22,45
shank,stab,0.210526316,0.444444444,32,NA,NA,4.565217391,4.18,1.8451,11.89,5,NA,27,27,57
sharpener,sharpen,0.366666667,0.733333333,29,NA,NA,4.785714286,4.64,1.2553,6.44,9,NA,30,22,52
shavings,throw away,0.136363636,0.1,30,NA,NA,4.6,4.5,1.3424,NA,8,NA,60,40,71
shawl,wear,0.186440678,0.458333333,27,NA,NA,5.76,5,1.8513,9.74,5,NA,24,22,57
shed,store,0.362068966,0.84,21,NA,NA,4.333333333,4.55,2.749,7.33,4,26,25,20,49
sheep,pet,0.12195122,0.277777778,45,NA,NA,4.5,4.9,2.8363,4.25,5,17,36,25,75
sheepdog,herd,0.159574468,0.535714286,47,NA,NA,5.375,4.72,1.4472,7.11,8,NA,28,25,82
sheepskin,wear,0.120689655,0.225806452,37,NA,NA,4.928571429,4.78,1.1761,10.21,9,NA,31,25,65
sheet,cover,0.163636364,0.346153846,28,0.021,NA,5.708333333,4.93,2.7731,5.33,5,8,26,25,59
shelf,hold,0.151515152,0.416666667,35,NA,NA,4.782608696,4.96,2.5514,5.5,5,19,36,33,94
shell,collect,0.113924051,0.3,37,NA,NA,5.291666667,4.8,2.8293,5.22,5,17,30,28,73
shellfish,eat,0.206896552,0.666666667,43,NA,NA,5.76,4.53,1.7076,9.1,9,NA,27,24,86
shelter,protect,0.1,0.25,37,NA,NA,5.269230769,4.64,2.7752,9.21,7,15,32,29,77
shelving,store,0.4,0.833333333,18,NA,NA,5.47826087,4.67,1.1139,NA,8,NA,24,22,46
sherbet,eat,0.372093023,0.615384615,20,NA,NA,5.916666667,4.83,1.4771,7,7,NA,26,21,46
shield,protect,0.296875,0.703703704,29,NA,NA,5.037037037,4.66,2.6222,6.5,6,15,27,26,59
shin,kick,0.155172414,0.333333333,33,NA,NA,5.592592593,4.86,NA,8.39,4,NA,27,25,58
shinbone,break,0.098039216,0.208333333,37,NA,NA,4.826086957,4.8,NA,9.12,8,NA,24,22,44
shingle,build,0.078947368,0.056603774,29,NA,NA,4.625,4.82,1.5911,8.56,7,8,53,39,75
ship,sail,0.119047619,0.384615385,47,0.055,NA,5.2,4.87,3.7028,5.33,4,9,26,20,83
shipman,sail,0.142857143,0.259259259,30,NA,NA,4.407407407,3.92,NA,NA,7,NA,27,19,45
shipmate,help,0.13559322,0.258064516,35,NA,NA,4.72,4.52,1.2553,9.42,8,NA,31,25,58
shirt,wear,0.254716981,0.84375,39,0.032,NA,NA,4.94,3.374,3.53,5,17,32,30,104
shirtsleeve,warm,0.130952381,0.392857143,41,NA,NA,6.125,4.64,0.301,6.47,11,NA,28,27,82
shirttail,wear,0.183333333,0.34375,36,NA,NA,5.333333333,4.78,1.2041,8.89,9,NA,32,29,60
shoe,wear,0.160493827,0.464285714,35,NA,NA,6.458333333,4.97,3.1906,2.6,4,14,28,25,76
shoehorn,wear,0.195121951,0.296296296,26,NA,NA,5.75,4.57,1.1461,7.89,8,NA,27,22,40
shoelace,tie,0.460526316,1,26,0.327,NA,6.16,5,1.5911,4.16,8,7,34,32,74
shoestring,tie,0.392405063,1,30,NA,NA,6.36,4.87,1.1461,6.21,10,NA,31,30,74
shopkeeper,sell,0.208333333,0.4,27,NA,NA,4.555555556,4.43,1.3222,8.11,10,NA,25,21,47
shopper,buy,0.137931034,0.285714286,37,NA,NA,4.541666667,4.44,1.5315,6.58,7,NA,28,24,57
shore,walk,0.12195122,0.27027027,36,NA,NA,4.333333333,4.79,NA,6.93,5,9,37,32,85
shortbread,eat,0.333333333,0.805555556,30,NA,NA,5.416666667,4.56,1.0414,8.78,10,NA,36,34,87
shortcake,eat,0.35,0.756756757,31,NA,NA,5.846153846,4.41,1.4314,6.79,9,9,37,30,76
shorts,wear,0.27173913,0.757575758,43,NA,NA,6.04,4.82,2.6821,3.95,6,16,33,28,92
shot,drink,0.202898551,0.424242424,44,NA,NA,4.392857143,4.44,4.0645,5.84,4,13,33,26,67
shotgun,shoot,0.159574468,0.576923077,41,NA,NA,5.826086957,4.96,2.7101,7.53,7,NA,26,24,72
shoulder,lift,0.12,0.333333333,37,NA,NA,5.869565217,4.93,3.1261,4.5,8,21,27,25,75
shovel,dig,0.324675325,0.806451613,28,0.127,NA,5.925925926,4.97,2.5441,6.28,6,13,31,30,77
shower,clean,0.280373832,0.810810811,38,0.185,NA,5.391304348,4.89,3.3218,4.72,6,17,37,36,101
showerhead,clean,0.171717172,0.485714286,40,NA,NA,5.041666667,4.93,1,8.05,10,NA,35,29,91
shrimp,eat,0.220930233,0.730769231,36,0.017,NA,4.909090909,4.8,2.6484,7.11,6,15,26,25,84
shrine,pray,0.175438596,0.384615385,33,0.019,NA,4.555555556,4.47,2.1818,9.63,6,18,26,24,53
shrub,decorate,0.131578947,0.149253731,37,NA,NA,5.259259259,4.92,1.1761,8.06,5,8,67,56,149
shuffleboard,play,0.291666667,0.538461538,30,NA,NA,5.130434783,4.74,1.3222,10.63,12,NA,26,24,45
shutter,close,0.134615385,0.269230769,30,0.014,NA,4.541666667,4.38,1.8751,7.83,7,14,26,20,44
shuttle,transport,0.202531646,0.470588235,42,NA,NA,4.695652174,4.63,2.4518,8.37,7,12,34,34,74
sibling,fight,0.141025641,0.407407407,37,0.02,NA,5.04,4.37,1.699,7.58,7,12,27,23,77
sideboard,store,0.243243243,0.333333333,21,NA,NA,5.222222222,4.42,1.1461,10.24,9,NA,27,20,38
sideburns,shave,0.225,0.346153846,23,NA,NA,5.166666667,4.96,1.7782,8.44,9,NA,26,21,39
sidecar,ride,0.205128205,0.296296296,23,NA,NA,4.347826087,4.82,1.4914,9.78,7,NA,27,22,39
sidewalk,walk,0.308333333,1,38,0.05,NA,5.291666667,4.96,2.4472,4.28,8,16,36,35,115
sifter,sift,0.146666667,0.333333333,44,NA,NA,4.782608696,4.64,0.7782,11,6,NA,33,31,72
sign,read,0.119047619,0.285714286,48,0.029,NA,4.666666667,4.62,3.8324,4.32,4,15,35,32,79
signpost,read,0.077777778,0.189189189,52,NA,NA,5.25,4.63,1.2304,7.89,8,NA,37,35,79
silk,sew,0.152173913,0.205882353,27,NA,NA,4.8,4.7,2.699,7.39,4,18,34,21,47
silkworm,eat,0.117647059,0.142857143,29,NA,NA,5.208333333,4.62,0.6021,7.95,8,NA,28,20,32
silverware,eat,0.290322581,0.72,30,0.122,NA,6.24,4.66,2.0414,5.89,10,22,25,23,62
singer,listen,0.139534884,0.333333333,39,NA,0.031366591,4.821428571,4.62,2.9036,5.06,6,20,36,31,84
sink,wash,0.31372549,0.820512821,40,NA,0.329210371,5.48,4.74,2.9365,4.47,4,18,39,36,96
sirloin,eat,0.276315789,0.724137931,26,NA,NA,5.32,4.66,1.5051,11.33,7,5,29,25,77
sister,talk,0.089552239,0.206896552,38,NA,NA,4.8,4,3.9642,3.68,6,16,29,24,68
skate,skate,0.112903226,0.21875,32,NA,NA,4.913043478,4.56,2.48,5.37,5,14,32,26,63
skateboard,ride,0.166666667,0.428571429,39,NA,0.143862969,6.04,4.86,1.9345,6.94,10,NA,28,26,68
skateboarder,skate,0.115942029,0.228571429,46,NA,NA,4.739130435,4.82,1,9.84,12,NA,35,30,62
skeleton,decorate,0.107142857,0.214285714,29,NA,NA,4.347826087,4.97,2.4183,6.68,8,11,28,24,51
sketch,draw,0.234375,0.555555556,40,0.764,0.147844069,4.88,4.56,2.4031,9,6,8,27,26,63
sketchbook,draw,0.225225225,0.409836066,49,NA,NA,5.833333333,4.79,1.0414,7.52,10,NA,61,60,205
skewer,poke,0.12962963,0.259259259,31,NA,NA,4.5,4.46,1.3424,8.94,6,NA,27,22,50
ski,ski,0.230769231,0.4,28,NA,1,5.52,4.63,2.617,6.68,3,13,30,21,50
skillet,cook,0.376470588,0.941176471,25,0.051,0.27172088,5.409090909,4.73,1.7993,8.2,7,7,34,33,87
skin,protect,0.151515152,0.405405405,47,NA,NA,6.16,4.79,3.3516,4.48,4,23,37,31,91
skirt,wear,0.267605634,0.730769231,40,NA,NA,6.041666667,4.82,2.7067,5.67,5,15,26,24,74
skittles,eat,0.274193548,0.298245614,28,NA,NA,5.24,4.93,NA,NA,8,NA,57,48,141
skullcap,wear,0.134615385,0.259259259,34,NA,NA,4.962962963,4.54,0.7782,14.06,8,NA,27,24,50
slacks,wear,0.326923077,0.53125,22,NA,NA,6.103448276,4.57,1.7559,NA,6,8,32,25,54
slaw,eat,0.4375,0.777777778,22,NA,NA,4.8,4.64,1.2553,8.28,4,NA,27,24,48
sled,ride,0.123595506,0.282051282,41,NA,NA,6.086956522,5,2.1761,4.89,4,NA,39,36,86
sledge,pull,0.084507042,0.214285714,42,NA,NA,4.380952381,4.11,1.3979,10.06,6,NA,28,21,77
sledgehammer,break,0.234375,0.5,35,NA,NA,5.916666667,4.89,1.6628,9.52,12,NA,30,28,60
sleeve,warm,0.153846154,0.285714286,17,NA,NA,NA,4.84,2.4579,4.94,6,10,28,24,49
sleigh,ride,0.25862069,0.535714286,30,0.124,0.153471664,4.84,4.71,2.2253,6,6,9,28,26,61
slide,play,0.15,0.28125,27,NA,NA,5.130434783,4.48,2.959,4.79,5,19,32,27,59
slime,play,0.291139241,0.741935484,33,NA,NA,4.37037037,4.48,2.1523,6.78,5,15,31,29,81
sling,hold,0.13253012,0.282051282,41,NA,0.180602013,4.909090909,4.52,2.0719,8.67,5,12,39,31,70
slingshot,shoot,0.177777778,0.307692308,26,NA,NA,5.4,4.87,1.8573,6.53,9,NA,26,24,46
slipcover,cover,0.316666667,0.633333333,21,NA,NA,5.409090909,4.69,0.4771,10.37,9,NA,30,24,58
slipknot,tie,0.275862069,0.615384615,27,NA,NA,4.84,4.68,0.9031,11.05,8,NA,26,25,55
slipper,wear,0.301886792,0.64,25,NA,NA,6.166666667,4.86,2.0569,5.26,7,NA,25,21,58
slug,eat,0.22,0.35483871,30,NA,NA,4.434782609,4.64,2.4048,6,4,15,31,25,51
slush,drink,0.271186441,0.551724138,32,NA,NA,4.541666667,4.04,1.4624,6.95,5,NA,29,26,60
slut,sex,0.307692308,0.428571429,23,NA,NA,4.652173913,3.19,2.7634,12.67,4,NA,28,20,42
smock,wear,0.161290323,0.322580645,32,NA,NA,5.08,4.78,1.415,6.26,5,NA,31,20,62
smooch,kiss,0.176470588,0.333333333,21,NA,NA,4.32,4.21,1.3979,6.74,6,NA,27,27,49
smoothie,drink,0.34375,0.814814815,26,NA,NA,6.041666667,4.62,1.5798,8.73,8,NA,27,26,62
smuggler,steal,0.166666667,0.3,28,NA,NA,4.481481481,4.31,1.7993,9.95,8,NA,30,26,57
snack,eat,0.378787879,1,27,0.1,NA,6.142857143,4.36,2.6693,2.78,5,18,25,25,68
snail,eat,0.195402299,0.459459459,40,NA,0.018288145,4.52173913,4.93,1.959,5.79,5,8,37,32,83
sneaker,wear,0.221153846,0.657142857,40,NA,NA,6.48,4.69,1.5563,6.25,7,11,35,34,99
snorkel,swim,0.204081633,0.416666667,22,0.155,NA,4.814814815,4.56,1.5051,9.11,7,12,24,23,44
snot,blow,0.229508197,0.4375,32,NA,NA,5.32,4.48,2.0374,5.47,4,13,32,25,59
snow,play,0.2,0.518518519,31,NA,NA,5.538461538,4.85,3.2041,4.11,4,14,27,24,75
snowball,throw,0.258064516,0.75,32,NA,NA,5.5,4.93,1.8573,4.74,8,NA,32,29,92
snowdrift,play,0.127272727,0.24137931,34,NA,NA,4.304347826,4.78,1,11.37,9,NA,29,22,56
snowfall,play,0.114285714,0.228571429,40,NA,NA,4.347826087,4.66,1.3222,5.63,8,NA,35,27,71
snowflake,eat,0.096153846,0.166666667,29,NA,NA,5,4.76,NA,5.32,9,NA,30,21,52
snowman,build,0.222222222,0.461538462,26,NA,NA,4.916666667,4.64,1.9912,3.47,7,NA,26,24,51
snowshoe,walk,0.186440678,0.423076923,33,NA,NA,5.541666667,4.67,0.4771,7.68,8,NA,26,23,58
soap,wash,0.314606742,0.8,28,0.076,0.508476843,6.434782609,4.93,2.8899,3.17,4,22,35,35,88
soccer,play,0.157894737,0.46875,46,0.02,NA,4.64,4.76,2.8069,5.89,6,8,32,31,95
sock,wear,0.279069767,0.8,33,NA,NA,5.833333333,4.91,2.6618,2.94,4,8,30,28,80
socket,plug,0.235294118,0.32,22,0.173,NA,5.24,4.32,1.9191,8.06,6,13,25,22,37
soda,drink,0.446808511,0.875,23,0.082,NA,6.47826087,4.97,3.0056,4.42,4,12,24,23,47
sofa,sit,0.254716981,0.84375,29,NA,NA,6.608695652,4.9,2.4771,4.5,4,10,32,32,94
softball,throw,0.245098039,0.757575758,29,0.014,0.307437184,5.75,4.89,2.0645,6.42,8,15,33,31,100
soil,plant,0.223529412,0.527777778,32,0.091,NA,5.703703704,4.87,2.5999,6.48,4,6,36,32,75
soldier,fight,0.15,0.346153846,33,0.053,NA,4.56,4.72,3.298,6.94,7,13,26,24,57
soles,walk,0.31372549,0.470588235,27,NA,NA,4.913043478,4.17,1.6812,NA,5,NA,34,28,60
sombrero,wear,0.283018868,0.5,28,NA,NA,5.518518519,4.7,1.1761,9.06,8,NA,30,24,51
someone,talk,0.076923077,0.285714286,77,NA,NA,4.625,3.71,4.357,4.92,7,NA,35,27,127
son,love,0.116883117,0.333333333,42,NA,NA,5.875,4.14,4.3212,3.78,3,6,27,19,76
songbook,read,0.161904762,0.472222222,40,NA,NA,5.76,4.63,0.6021,6.39,8,NA,36,36,96
souffle,eat,0.243243243,0.620689655,34,NA,NA,5.571428571,4.57,1.3617,11.8,7,NA,29,23,70
soup,eat,0.224719101,0.8,38,0.018,NA,5.576923077,4.72,3.1092,5.37,4,25,25,22,85
sourdough,eat,0.263157895,0.588235294,24,NA,NA,5.12,4.66,1.2553,9.58,9,NA,34,28,87
southerner,talk,0.132075472,0.225806452,40,NA,NA,5.045454545,3.67,NA,9.68,10,NA,31,22,55
soy,cook,0.173076923,0.36,23,NA,NA,4.785714286,4.7,2.0755,13.56,3,NA,25,21,56
soybean,eat,0.30952381,0.52,16,NA,NA,5.2,4.82,1.415,11.6,7,NA,25,20,42
spacesuit,wear,0.239130435,0.392857143,26,NA,NA,4.814814815,4.96,0.8451,6.75,9,NA,28,22,51
spade,dig,0.295454545,0.448275862,20,0.034,NA,4.4,4.46,NA,8.11,5,13,29,21,45
spareribs,eat,0.338709677,0.7,23,NA,NA,4.869565217,4.76,1.3617,9.94,9,NA,30,22,60
spatula,cook,0.261363636,0.638888889,28,0.185,0.127424686,5.708333333,4.96,1.7559,7.32,7,16,36,36,91
speakers,listen,0.232142857,0.52,25,NA,NA,4.92,4.93,2.0043,NA,8,NA,25,21,54
spear,hunt,0.115044248,0.333333333,53,NA,NA,5.208333333,5,2.3674,7.22,5,NA,39,37,102
spectacles,see,0.25,0.48,25,NA,NA,5.28,4.56,1.6335,NA,10,NA,25,21,49
spectroscope,look,0.225806452,0.28,18,NA,NA,4.9,4,0.4771,15.18,12,NA,25,22,31
speedboat,ride,0.126582278,0.322580645,38,NA,NA,5.434782609,4.87,1.4472,6.5,9,NA,31,28,80
spices,cook,0.151515152,0.185185185,32,NA,NA,5.391304348,4.66,2.0607,6.69,6,NA,54,50,127
spider,eat,0.170212766,0.32,28,NA,NA,5.32,4.97,2.7126,3.43,6,12,25,20,47
spike,stab,0.096774194,0.206896552,41,0.014,NA,4.615384615,4.52,NA,7.58,5,23,29,23,60
spinach,eat,0.229166667,0.75862069,42,0.013,NA,4.96,4.77,2.1173,4.94,7,14,29,28,91
spine,move,0.088235294,0.214285714,37,NA,NA,4.8,4.88,2.4683,7.35,5,10,28,24,66
spit,swallow,0.107692308,0.212121212,37,0.033,0.388603394,4.391304348,4.71,2.9948,5.06,4,23,33,26,59
